company_name,company_pic,company_address,company_phone,company_email,training_name,training_category,training_type,company_field,company_size,training_price,training_session,number_of_participants,trainer_name,communication_channel,purchasing_time_patterns,payment_total,payment_method,durations,training_dates,ratings,feedbacks,sales_pipeline,sales_person
Perum Mangunsong,Nova Wasita,"Gg. Sukabumi No. 17
Tanjungpinang, LA 17755",+62 (31) 862 5237,andrianichandra@example.com,"Tax Principles, Practice, & Reporting",Credit & Collection,Online Training,Pariwisata dan Perhotelan,Menengah,2017120,11,93,"Dr. Clara Laksita, S.IP",Telegram,Bulan,187592160,ATM,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,"R.M. Hendri Sudiati, S.I.Kom"
UD Mahendra Wacana,T. Indra Pangestu,"Jalan Pasir Koja No. 411
Parepare, JI 09042",+62 (354) 768-8714,xputra@example.net,Teknik Penyelesaian Kredit & Pemasaran AYDA Yang Efektif,Finance,Public Training,Kesehatan,Besar,2521699,16,157,Dagel Gunarto,Linkedin,Musiman,395906743,M-Banking,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L4,"Sutan Heryanto Maheswara, M.Farm"
Perum Widiastuti Wasita,Siska Hutapea,"Gg. Laswi No. 76
Gorontalo, Papua 96014",+62 (0016) 735-9454,asamosir@example.com,Advanced Digital Marketing & Foundation,Credit & Collection,Public Training,Jasa Profesional,Menengah,2301190,9,119,T. Rama Situmorang,Telegram,Peristiwa Khusus,273841610,E-Wallet,28,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,"Putri Pranowo, M.Pd"
Perum Wahyudin,Cakrabirawa Mandala,"Gang Tubagus Ismail No. 055
Jambi, Jawa Barat 62071",+62 (65) 997 2444,wardayanuraini@example.net,"Mekanisme don Solusi Konflik Penyitaan, Lelang dan Eksekusi Jaminan Kredit Sesuai Aturan Baru PMK 27/PMK.06/2016",HR & Training,Public Training,Transportasi dan Logistik,Besar,1941668,13,151,Tasnim Sihombing,Instagram,Peristiwa Khusus,293191868,E-Wallet,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",1,Buruk,L1,Luhung Laksita
PD Kuswoyo Wibowo,Chandra Nababan,"Jl. Cempaka No. 67
Tasikmalaya, Papua Barat 58245",+62 (0116) 975-5675,paulin97@example.com,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Online Training,Pendidikan,Besar,1951778,16,159,"Garang Kusmawati, S.T.",Linkedin,Bulan,310332702,ATM,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Puti Habibi
Perum Prakasa Tbk,"Daliman Melani, S.Gz","Jl. Kapten Muslihat No. 72
Singkawang, Bengkulu 56352",+62 (099) 893-3973,baktionosinaga@example.com,Marketing Support & Sales Admin ,Credit & Collection,Public Training,Manufaktur,Menengah,1977276,9,127,Pia Megantara,Instagram,Bulan,251114052,E-Wallet,17,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,"Natalia Damanik, M.TI."
Perum Riyanti Tbk,dr. Mumpuni Haryanto,"Jalan Ciwastra No. 717
Ternate, Jambi 26973",+62 (40) 074-6714,bwibowo@example.org,Soft Skills For Credit Analyst & Credit Surveyor,HR & Training,Public Training,Jasa Profesional,Menengah,2299816,11,97,"Nadia Lazuardi, M.TI.",SMS,Bulan,223082152,ATM,2,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,Arta Waluyo
Perum Nurdiyanti Wacana,Estiawan Firgantoro,"Jl. W.R. Supratman No. 040
Cimahi, Sumatera Utara 07703",(0837) 239-1216,maheswaraarta@example.net,Winning Negotiation Skills,Leadership & Managerial,Public Training,Telekomunikasi,Menengah,2289793,9,82,Tgk. Umay Prasasta,Telegram,Bulan,187763026,M-Banking,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"dr. Kartika Nuraini, S.H."
PD Hardiansyah (Persero) Tbk,"Hj. Putri Agustina, S.E.","Gg. Abdul Muis No. 69
Tasikmalaya, Sulawesi Utara 40990",+62 (04) 307 5572,karsanapuspita@example.net,Powerful Closing Technique ,Credit & Collection,Public Training,Keuangan,Kecil,2120644,5,52,Putri Andriani,Instagram,Musiman,110273488,M-Banking,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L1,Bakijan Prasasta
Perum Pudjiastuti Kuswandari Tbk,"Dr. Shania Mardhiyah, M.Pd","Gg. Peta No. 885
Subulussalam, SG 13730",(042) 331-1225,rsihombing@example.net,Professional Telesales & Telemarketing,HR & Training,Public Training,Telekomunikasi,Besar,2037365,13,163,Tgk. Salsabila Putra,Telegram,Musiman,332090495,E-Wallet,9,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,"Bahuwirya Sihombing, S.Kom"
UD Pudjiastuti Sitorus (Persero) Tbk,"Prasetyo Ardianto, S.Sos","Jl. Cihampelas No. 183
Pontianak, Kepulauan Bangka Belitung 44148",+62-53-839-9771,omar42@example.com,Soft Skills for Credit Analyst & Surveyor,Sales & Marketing,Online Training,Jasa Profesional,Menengah,2449180,11,114,R. Amalia Marbun,Telegram,Diskon,279206520,M-Banking,12,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Edward Uwais
CV Pangestu (Persero) Tbk,Cahya Mustofa,"Gg. Sukabumi No. 55
Metro, Jawa Barat 91050",(079) 727-6866,kasusrawinarsih@example.org,Graphology & Powerful Interview For Credit Analys,HR & Training,Public Training,Properti dan Real Estat,Menengah,2027642,8,113,Tirta Suryatmi,SMS,Hari Spesifik,229123546,M-Banking,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Hj. Kartika Pangestu
PT Maulana Halimah,Gilda Putra,"Gang Sadang Serang No. 58
Sorong, AC 53916",+62 (464) 430 5443,carlasuryatmi@example.com,Appraisal Bidang Properti,HR & Training,Public Training,Teknologi,Kecil,2268868,4,49,Drs. Ani Saefullah,Email,Diskon,111174532,M-Banking,16,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",8,Bagus,L2,Rahayu Zulkarnain
PD Sirait Nugroho (Persero) Tbk,Gatot Dongoran,"Gg. Cikapayang No. 6
Payakumbuh, Kepulauan Riau 49448",(079) 606-5083,gandewa83@example.org,Selling With NLP,Credit & Collection,Public Training,Manufaktur,Besar,1870824,16,165,"Latika Suartini, S.Sos",Facebook,Musiman,308685960,M-Banking,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,Tugiman Napitupulu
PD Situmorang Saptono,"Maria Anggraini, S.T.","Gang Tubagus Ismail No. 8
Magelang, Kepulauan Riau 00807",+62-001-337-1864,megantarakenzie@example.org,Soft Skills for Credit Analyst & Surveyor,Sales & Marketing,Online Training,Teknologi,Menengah,2020257,11,102,H. Viman Firgantoro,Telegram,Musiman,206066214,M-Banking,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",3,Buruk,L2,Hesti Widiastuti
Perum Pranowo Utami,Budi Hutagalung,"Jl. Gardujati No. 094
Bogor, NB 92751",+62-0762-822-6293,gatotsantoso@example.com,Sytemic Design Thinking: To foster Creativity & Increase Team Innovation For Leaders,Leadership & Managerial,Public Training,Telekomunikasi,Besar,2233758,15,135,Siti Mandala,Facebook,Hari Spesifik,301557330,E-Wallet,20,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Hafshah Budiyanto
PD Maryadi Usada Tbk,Ir. Dalima Uyainah,"Gg. Sukabumi No. 257
Mojokerto, Kalimantan Tengah 68237",(020) 310 4676,lanjardamanik@example.org,Transformasi Budaya & Manajemen Agen Perubahan,Finance,Public Training,Energi dan Lingkungan,Besar,2896118,15,159,"Gilda Wijayanti, M.TI.",Linkedin,Peristiwa Khusus,460482762,E-Wallet,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Talia Nurdiyanti
CV Gunarto,Unjani Wahyuni,"Jalan Rungkut Industri No. 401
Pasuruan, SU 61874",+62 (23) 513 1904,prabu28@example.com,Collection Target Fixing & Motivation Charge Up,HR & Training,Public Training,Keuangan,Menengah,2014244,9,122,Wani Rajata,Linkedin,Hari Spesifik,245737768,M-Banking,1,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L2,Febi Pranowo
PD Farida,"Tgk. Sadina Jailani, S.I.Kom","Gg. Veteran No. 598
Singkawang, Kepulauan Riau 71391",+62-000-531-8678,anggriawangilda@example.com,"Manajemen Emosi Diri, Temperamen & Kontrol Customer Dalam Penagihan",HR & Training,Public Training,Telekomunikasi,Kecil,2002684,5,58,Ajimat Pranowo,Facebook,Peristiwa Khusus,116155672,E-Wallet,29,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Kayla Prabowo
PT Sitompul Halimah,Imam Marpaung,"Jl. Kebonjati No. 333
Bau-Bau, DI Yogyakarta 28815",0843939393,darmanadamanik@example.org,Cash Flow & Credit Management,Office & Administration,Public Training,Jasa Profesional,Kecil,2352408,5,45,Anita Hutapea,WA,Hari Spesifik,105858360,Tunai,25,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Karna Rahayu
PT Nasyiah Budiyanto (Persero) Tbk,"Panca Wacana, M.Pd","Gang Joyoboyo No. 537
Binjai, SB 41127",0865362051,znashiruddin@example.com,Compensation & Benefit Analysis,Office & Administration,Public Training,Pariwisata dan Perhotelan,Kecil,2131873,5,50,Patricia Pranowo,SMS,Peristiwa Khusus,106593650,Tunai,18,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,"H. Adika Prasetya, S.Pt"
CV Prasasta (Persero) Tbk,"drg. Caturangga Uyainah, S.I.Kom","Gang Pelajar Pejuang No. 9
Tarakan, SB 99201",+62 (0666) 509 2157,suartiniagus@example.net,Infografis & pembuatan materi presentasi bagi level manajemen,Leadership & Managerial,Public Training,Retail,Besar,1726057,12,141,Cici Rahimah,Linkedin,Diskon,243374037,M-Banking,9,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L3,Luhung Kurniawan
UD Mayasari Haryanti (Persero) Tbk,Ciaobella Saragih,"Jalan Indragiri No. 53
Padang, SU 63341",+62 (18) 128 2727,hidayantorizki@example.com,Tax Amnesty Bagi Karyawan & Profesional,Office & Administration,Public Training,Keuangan,Besar,2215354,15,154,Vivi Mandala,Facebook,Hari Spesifik,341164516,ATM,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L3,Talia Nurdiyanti
Perum Lailasari,Ajimat Narpati,"Jl. Pelajar Pejuang No. 59
Kota Administrasi Jakarta Barat, SS 71000",+62-0181-211-5947,jumadinugroho@example.net,Financial Fraud Verification Skill in New Normal and Society 4.0 Era,Sales & Marketing,Online Training,Pariwisata dan Perhotelan,Kecil,2051432,5,41,Kamaria Prakasa,SMS,Bulan,84108712,M-Banking,24,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,Samiah Gunarto
PD Tarihoran,Bajragin Uyainah,"Gg. Monginsidi No. 90
Langsa, NT 09621",+62 (414) 795 0051,bahuraksa84@example.com,Risk & Governance in Digital Era,Credit & Collection,Online Training,Transportasi dan Logistik,Besar,1933818,16,157,"H. Nasim Adriansyah, M.M.",Email,Bulan,303609426,Tunai,7,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",4,Buruk,L2,Warsita Oktaviani
PT Mandala Tbk,"Gaduh Tampubolon, S.Kom","Jl. Monginsidi No. 064
Solok, NB 67839",0819785572,rahayuhari@example.net,Purchasing & Procurement era Digital Industry 4.0 & New Normal,Credit & Collection,Online Training,Jasa Profesional,Menengah,2479524,10,92,"Cut Rachel Wulandari, S.Psi",WA,Peristiwa Khusus,228116208,E-Wallet,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",2,Buruk,L1,Dr. Malik Wahyudin
CV Winarsih,Qori Permadi,"Jalan Astana Anyar No. 0
Tanjungbalai, Riau 49904",+62-0792-762-4838,andrianidaruna@example.org,Teknik Penagihan Melibatkan Aspek Hukum,HR & Training,Public Training,Kesehatan,Kecil,2569680,5,50,Perkasa Hidayanto,Linkedin,Musiman,128484000,Tunai,22,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Raisa Wahyudin
CV Haryanto,Rina Putra,"Jl. Sukabumi No. 1
Malang, KS 45880",+62 (068) 524-2593,mandalasuci@example.org,Microsoft Excel VBA (Macros) Complete Beginner,Leadership & Managerial,Public Training,Keuangan,Menengah,2276333,10,98,Luhung Ardianto,SMS,Hari Spesifik,223080634,M-Banking,4,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",6,Cukup Bagus,L2,"Pranata Tarihoran, S.I.Kom"
UD Samosir Tbk,"Rini Damanik, S.H.","Jl. Lembong No. 85
Bandung, Nusa Tenggara Timur 44861",0824192838,jrahayu@example.org,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Leadership & Managerial,Public Training,Jasa Profesional,Kecil,2353129,5,57,Yulia Namaga,Telegram,Diskon,134128353,M-Banking,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,R.A. Winda Hasanah
PD Samosir (Persero) Tbk,Tgk. Talia Wijaya,"Gang Merdeka No. 58
Madiun, RI 83058",(0866) 119-4519,salsabilawidiastuti@example.org,Professional Selling Skills,Credit & Collection,Public Training,Kesehatan,Kecil,2475705,5,45,Jono Pudjiastuti,Linkedin,Peristiwa Khusus,111406725,ATM,28,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L2,R. Vanya Dongoran
PT Suartini Ramadan (Persero) Tbk,Panca Prasasta,"Jalan Rumah Sakit No. 72
Denpasar, KR 84316",(007) 113-0702,prasastacakrajiya@example.org,Teknik Penagihan Melibatkan Aspek Hukum,HR & Training,Public Training,Pendidikan,Menengah,1798403,9,103,Genta Fujiati,WA,Diskon,185235509,ATM,27,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L3,drg. Aurora Ramadan
PT Suartini Pradipta (Persero) Tbk,"Dr. Galih Ramadan, S.I.Kom","Jalan Abdul Muis No. 937
Kotamobagu, SU 67070",+62 (0153) 878 3912,zamirasaragih@example.org,"Extraordinary Digital Presentation, Public Speaking & Training Delivery Skills",Sales & Marketing,Online Training,Energi dan Lingkungan,Besar,2750020,12,162,Hani Winarsih,SMS,Bulan,445503240,ATM,19,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",9,Bagus,L4,Gilda Megantara
CV Natsir Situmorang,Bella Safitri,"Jalan Laswi No. 081
Pematangsiantar, Papua Barat 58392",(031) 777 6641,vuyainah@example.org,Creative Leadership Management For Better Result,Leadership & Managerial,Public Training,Pendidikan,Menengah,1816585,11,100,"Halima Mayasari, M.Ak",Linkedin,Musiman,181658500,M-Banking,5,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",7,Bagus,L3,Yuliana Laksmiwati
PT Wibisono Purnawati,H. Atma Mahendra,"Jalan Sadang Serang No. 25
Kota Administrasi Jakarta Selatan, Aceh 29309",+62-429-924-4177,pratamawidya@example.com,Effective Transactional Banking for Back Office,Finance,Public Training,Telekomunikasi,Kecil,2076503,5,54,"Aurora Mandasari, S.IP",Facebook,Diskon,112131162,Tunai,26,"DatetimeIndex(['2022-01-01', '2022-01-02', '2022-01-03', '2022-01-04',
               '2022-01-05', '2022-01-06', '2022-01-07', '2022-01-08',
               '2022-01-09', '2022-01-10',
               ...
               '2022-12-22', '2022-12-23', '2022-12-24', '2022-12-25',
               '2022-12-26', '2022-12-27', '2022-12-28', '2022-12-29',
               '2022-12-30', '2022-12-31'],
              dtype='datetime64[ns]', length=365, freq='D')",5,Cukup Bagus,L1,Keisha Sinaga
